polygon_row_id,map_class_clean,lifeform_clean,acres_numeric,adjacent_freshwater_anchor,adjacent_tidal_anchor,near_model_site,near_model_site_ids,near_map_edge,split_class,movement_group,base_cost,is_barrier,classification_status,decision_reason
91973,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.9600957638247801,FALSE,FALSE,FALSE,,FALSE,UNRESOLVED_MUDFLAT_REVIEW,UNRESOLVED_REVIEW,,FALSE,REVIEW_REQUIRED,"No freshwater, tidal, or modeled-site spatial evidence"
91974,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.027806469902466296,FALSE,FALSE,FALSE,,FALSE,UNRESOLVED_MUDFLAT_REVIEW,UNRESOLVED_REVIEW,,FALSE,REVIEW_REQUIRED,"No freshwater, tidal, or modeled-site spatial evidence"
91975,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.10728988734384828,FALSE,FALSE,FALSE,,FALSE,UNRESOLVED_MUDFLAT_REVIEW,UNRESOLVED_REVIEW,,FALSE,REVIEW_REQUIRED,"No freshwater, tidal, or modeled-site spatial evidence"
91976,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.009875096108949112,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91977,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.042665717548772755,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91978,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.1682113322943963,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91979,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.011378669693488724,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91980,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.011386141738308654,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91981,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.8841010336071343,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91982,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.011543920111074243,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91983,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.040762033356364795,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91984,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.028728099694677902,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91985,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.06257739557810618,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91986,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.029097912470820084,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91987,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.028860058283481718,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91988,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.5913805541513246,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91989,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.0933974824596148,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
